"country","year","sex","age","suicide_100_population","gdp","generation"
"Poland",2012,"female","35-54 years",5.15,13894,"Generation X"
"Poland",2012,"female","15-24 years",2.43,13894,"Millenials"
"Poland",2012,"female","25-34 years",2.18,13894,"Millenials"
"Poland",2012,"male","5-14 years",0.63,13894,"Generation Z"
"Poland",2012,"female","5-14 years",0.22,13894,"Generation Z"
"Poland",2013,"male","55-74 years",45.38,14552,"Boomers"
"Poland",2013,"male","35-54 years",38.95,14552,"Generation X"
"Poland",2013,"male","75+ years",33,14552,"Silent"
"Poland",2013,"male","25-34 years",25.92,14552,"Millenials"
"Poland",2013,"male","15-24 years",20.34,14552,"Millenials"
"Poland",2013,"female","55-74 years",7.15,14552,"Boomers"
"Poland",2013,"female","35-54 years",5.47,14552,"Generation X"
"Poland",2013,"female","75+ years",5.07,14552,"Silent"
"Poland",2013,"female","15-24 years",2.69,14552,"Millenials"
"Poland",2013,"female","25-34 years",2.39,14552,"Millenials"
"Poland",2013,"male","5-14 years",0.84,14552,"Generation Z"
"Poland",2013,"female","5-14 years",0.39,14552,"Generation Z"
"Poland",2014,"male","55-74 years",40.52,15119,"Boomers"
"Poland",2014,"male","35-54 years",37.69,15119,"Generation X"
"Poland",2014,"male","75+ years",30.17,15119,"Silent"
"Poland",2014,"male","25-34 years",24.75,15119,"Millenials"
"Poland",2014,"male","15-24 years",22.35,15119,"Millenials"
"Poland",2014,"female","55-74 years",6.68,15119,"Boomers"
"Poland",2014,"female","35-54 years",5.11,15119,"Generation X"
"Poland",2014,"female","75+ years",4.47,15119,"Silent"
"Poland",2014,"female","15-24 years",3.15,15119,"Millenials"
"Poland",2014,"female","25-34 years",2.72,15119,"Millenials"
"Poland",2014,"male","5-14 years",0.47,15119,"Generation Z"
"Poland",2014,"female","5-14 years",0.22,15119,"Generation Z"
"Poland",2015,"male","55-74 years",37.69,13228,"Boomers"
"Poland",2015,"male","35-54 years",32.05,13228,"Generation X"
"Poland",2015,"male","75+ years",31.92,13228,"Silent"
"Poland",2015,"male","25-34 years",25.24,13228,"Millenials"
"Poland",2015,"male","15-24 years",19.35,13228,"Millenials"
"Poland",2015,"female","55-74 years",5.25,13228,"Boomers"
"Poland",2015,"female","35-54 years",4.98,13228,"Generation X"
"Poland",2015,"female","75+ years",4.3,13228,"Silent"
"Poland",2015,"female","15-24 years",2.8,13228,"Millenials"
"Poland",2015,"female","25-34 years",2.42,13228,"Millenials"
"Poland",2015,"male","5-14 years",0.61,13228,"Generation Z"
"Poland",2015,"female","5-14 years",0.38,13228,"Generation Z"
"Portugal",1985,"male","75+ years",55.43,2912,"G.I. Generation"
"Portugal",1985,"male","55-74 years",30.41,2912,"G.I. Generation"
"Portugal",1985,"male","35-54 years",16.76,2912,"Silent"
"Portugal",1985,"female","75+ years",13.53,2912,"G.I. Generation"
"Portugal",1985,"male","25-34 years",12.37,2912,"Boomers"
"Portugal",1985,"female","55-74 years",9.97,2912,"G.I. Generation"
"Portugal",1985,"male","15-24 years",9.54,2912,"Generation X"
"Portugal",1985,"female","35-54 years",6.33,2912,"Silent"
"Portugal",1985,"female","15-24 years",4.93,2912,"Generation X"
"Portugal",1985,"female","25-34 years",4.35,2912,"Boomers"
"Portugal",1985,"male","5-14 years",0.71,2912,"Generation X"
"Portugal",1985,"female","5-14 years",0.49,2912,"Generation X"
"Portugal",1986,"male","75+ years",66.24,4145,"G.I. Generation"
"Portugal",1986,"male","55-74 years",28.69,4145,"G.I. Generation"
"Portugal",1986,"male","35-54 years",17.5,4145,"Silent"
"Portugal",1986,"female","75+ years",12.05,4145,"G.I. Generation"
"Portugal",1986,"female","55-74 years",9.37,4145,"G.I. Generation"
"Portugal",1986,"male","25-34 years",9.11,4145,"Boomers"
"Portugal",1986,"male","15-24 years",7.24,4145,"Generation X"
"Portugal",1986,"female","35-54 years",6.06,4145,"Silent"
"Portugal",1986,"female","25-34 years",4.42,4145,"Boomers"
"Portugal",1986,"female","15-24 years",3.76,4145,"Generation X"
"Portugal",1986,"male","5-14 years",0.72,4145,"Generation X"
"Portugal",1986,"female","5-14 years",0.37,4145,"Generation X"
"Portugal",1987,"male","75+ years",69.36,5138,"G.I. Generation"
"Portugal",1987,"male","55-74 years",27.18,5138,"G.I. Generation"
"Portugal",1987,"male","35-54 years",16.86,5138,"Silent"
"Portugal",1987,"female","75+ years",14.27,5138,"G.I. Generation"
"Portugal",1987,"male","25-34 years",12.51,5138,"Boomers"
"Portugal",1987,"male","15-24 years",9.6,5138,"Generation X"
"Portugal",1987,"female","55-74 years",7.87,5138,"G.I. Generation"
"Portugal",1987,"female","35-54 years",5.61,5138,"Silent"
"Portugal",1987,"female","25-34 years",4.51,5138,"Boomers"
"Portugal",1987,"female","15-24 years",2.94,5138,"Generation X"
"Portugal",1987,"male","5-14 years",0.37,5138,"Generation X"
"Portugal",1987,"female","5-14 years",0.25,5138,"Generation X"
"Portugal",1988,"male","75+ years",51.89,5995,"G.I. Generation"
"Portugal",1988,"male","55-74 years",27.46,5995,"G.I. Generation"
"Portugal",1988,"male","35-54 years",15,5995,"Silent"
"Portugal",1988,"female","75+ years",9.78,5995,"G.I. Generation"
"Portugal",1988,"male","25-34 years",9.28,5995,"Boomers"
"Portugal",1988,"female","55-74 years",7.58,5995,"G.I. Generation"
"Portugal",1988,"male","15-24 years",6.78,5995,"Generation X"
"Portugal",1988,"female","35-54 years",3.15,5995,"Silent"
"Portugal",1988,"female","15-24 years",3.09,5995,"Generation X"
"Portugal",1988,"female","25-34 years",2.85,5995,"Boomers"
"Portugal",1988,"male","5-14 years",0.5,5995,"Generation X"
"Portugal",1988,"female","5-14 years",0.39,5995,"Generation X"
"Portugal",1989,"male","75+ years",50.46,6436,"G.I. Generation"
"Portugal",1989,"male","55-74 years",24.23,6436,"G.I. Generation"
"Portugal",1989,"female","75+ years",12.28,6436,"G.I. Generation"
"Portugal",1989,"male","25-34 years",11.11,6436,"Boomers"
"Portugal",1989,"male","35-54 years",9.34,6436,"Silent"
"Portugal",1989,"female","55-74 years",7.49,6436,"G.I. Generation"
"Portugal",1989,"male","15-24 years",7.07,6436,"Generation X"
"Portugal",1989,"female","35-54 years",3.67,6436,"Silent"
"Portugal",1989,"female","15-24 years",2.24,6436,"Generation X"
"Portugal",1989,"female","25-34 years",1.9,6436,"Boomers"
"Portugal",1989,"female","5-14 years",0.4,6436,"Generation X"
"Portugal",1989,"male","5-14 years",0.13,6436,"Generation X"
"Portugal",1990,"male","75+ years",56.84,8356,"G.I. Generation"
"Portugal",1990,"male","55-74 years",23.79,8356,"G.I. Generation"
"Portugal",1990,"female","75+ years",15.93,8356,"G.I. Generation"
"Portugal",1990,"male","25-34 years",14.88,8356,"Boomers"
"Portugal",1990,"male","35-54 years",12.88,8356,"Silent"
"Portugal",1990,"male","15-24 years",7.55,8356,"Generation X"
"Portugal",1990,"female","55-74 years",6.52,8356,"G.I. Generation"
"Portugal",1990,"female","35-54 years",4.35,8356,"Silent"
"Portugal",1990,"female","25-34 years",3.69,8356,"Boomers"
"Portugal",1990,"female","15-24 years",3.12,8356,"Generation X"
"Portugal",1990,"male","5-14 years",0.66,8356,"Generation X"
"Portugal",1990,"female","5-14 years",0,8356,"Generation X"
"Portugal",1991,"male","75+ years",71.42,9483,"G.I. Generation"
"Portugal",1991,"male","55-74 years",25.36,9483,"Silent"
"Portugal",1991,"male","25-34 years",17.74,9483,"Boomers"
"Portugal",1991,"male","35-54 years",13.21,9483,"Boomers"
"Portugal",1991,"female","75+ years",10.65,9483,"G.I. Generation"
"Portugal",1991,"female","55-74 years",8.13,9483,"Silent"
"Portugal",1991,"male","15-24 years",7.04,9483,"Generation X"
"Portugal",1991,"female","35-54 years",4.95,9483,"Boomers"
"Portugal",1991,"female","25-34 years",3.97,9483,"Boomers"
"Portugal",1991,"female","15-24 years",2.11,9483,"Generation X"
"Portugal",1991,"female","5-14 years",0.44,9483,"Millenials"
"Portugal",1991,"male","5-14 years",0.14,9483,"Millenials"
"Portugal",1992,"male","75+ years",61.73,11445,"G.I. Generation"
"Portugal",1992,"male","55-74 years",23.97,11445,"Silent"
"Portugal",1992,"male","25-34 years",13.02,11445,"Boomers"
"Portugal",1992,"male","35-54 years",12.2,11445,"Boomers"
"Portugal",1992,"female","75+ years",11.62,11445,"G.I. Generation"
"Portugal",1992,"female","55-74 years",7.86,11445,"Silent"
"Portugal",1992,"male","15-24 years",5.71,11445,"Generation X"
"Portugal",1992,"female","35-54 years",4.85,11445,"Boomers"
"Portugal",1992,"female","25-34 years",4.5,11445,"Boomers"
"Portugal",1992,"female","15-24 years",2.12,11445,"Generation X"
"Portugal",1992,"male","5-14 years",0.72,11445,"Millenials"
"Portugal",1992,"female","5-14 years",0,11445,"Millenials"
"Portugal",1993,"male","75+ years",47.88,10098,"G.I. Generation"
"Portugal",1993,"male","55-74 years",25.67,10098,"Silent"
"Portugal",1993,"male","35-54 years",11.91,10098,"Boomers"
"Portugal",1993,"male","25-34 years",10.29,10098,"Boomers"
"Portugal",1993,"female","75+ years",9.74,10098,"G.I. Generation"
"Portugal",1993,"female","55-74 years",6.28,10098,"Silent"
"Portugal",1993,"male","15-24 years",4.39,10098,"Generation X"
"Portugal",1993,"female","35-54 years",3.95,10098,"Boomers"
"Portugal",1993,"female","25-34 years",3.26,10098,"Boomers"
"Portugal",1993,"female","15-24 years",2,10098,"Generation X"
"Portugal",1993,"male","5-14 years",0.3,10098,"Millenials"
"Portugal",1993,"female","5-14 years",0.16,10098,"Millenials"
"Portugal",1994,"male","75+ years",47.14,10566,"G.I. Generation"
"Portugal",1994,"male","55-74 years",21.64,10566,"Silent"
"Portugal",1994,"male","35-54 years",13.09,10566,"Boomers"
"Portugal",1994,"male","25-34 years",11.97,10566,"Boomers"
"Portugal",1994,"female","75+ years",11.56,10566,"G.I. Generation"
"Portugal",1994,"female","55-74 years",5.66,10566,"Silent"
"Portugal",1994,"male","15-24 years",4.9,10566,"Generation X"
"Portugal",1994,"female","35-54 years",3.07,10566,"Boomers"
"Portugal",1994,"female","25-34 years",2.29,10566,"Boomers"
"Portugal",1994,"female","15-24 years",1.88,10566,"Generation X"
"Portugal",1994,"male","5-14 years",0.62,10566,"Millenials"
"Portugal",1994,"female","5-14 years",0,10566,"Millenials"
"Portugal",1995,"male","75+ years",48.36,12469,"G.I. Generation"
"Portugal",1995,"male","55-74 years",22.23,12469,"Silent"
"Portugal",1995,"female","75+ years",12.31,12469,"G.I. Generation"
"Portugal",1995,"male","35-54 years",11.59,12469,"Boomers"
"Portugal",1995,"male","25-34 years",10.76,12469,"Generation X"
"Portugal",1995,"female","55-74 years",6.8,12469,"Silent"
"Portugal",1995,"male","15-24 years",5.92,12469,"Generation X"
"Portugal",1995,"female","35-54 years",4.62,12469,"Boomers"
"Portugal",1995,"female","15-24 years",3.04,12469,"Generation X"
"Portugal",1995,"female","25-34 years",2.81,12469,"Generation X"
"Portugal",1995,"male","5-14 years",0.32,12469,"Millenials"
"Portugal",1995,"female","5-14 years",0.17,12469,"Millenials"
"Portugal",1996,"male","75+ years",55.45,12887,"G.I. Generation"
"Portugal",1996,"male","55-74 years",18.16,12887,"Silent"
"Portugal",1996,"female","75+ years",10.32,12887,"G.I. Generation"
"Portugal",1996,"male","35-54 years",8.91,12887,"Boomers"
"Portugal",1996,"male","25-34 years",7,12887,"Generation X"
"Portugal",1996,"female","55-74 years",5.87,12887,"Silent"
"Portugal",1996,"male","15-24 years",4.24,12887,"Generation X"
"Portugal",1996,"female","35-54 years",2.39,12887,"Boomers"
"Portugal",1996,"female","25-34 years",1.73,12887,"Generation X"
"Portugal",1996,"female","15-24 years",1.53,12887,"Generation X"
"Portugal",1996,"female","5-14 years",0.17,12887,"Millenials"
"Portugal",1996,"male","5-14 years",0,12887,"Millenials"
"Portugal",1997,"male","75+ years",44.57,12237,"G.I. Generation"
"Portugal",1997,"male","55-74 years",18.09,12237,"Silent"
"Portugal",1997,"male","25-34 years",8.79,12237,"Generation X"
"Portugal",1997,"male","35-54 years",8.58,12237,"Boomers"
"Portugal",1997,"female","75+ years",6.68,12237,"G.I. Generation"
"Portugal",1997,"female","55-74 years",5.04,12237,"Silent"
"Portugal",1997,"male","15-24 years",4.29,12237,"Generation X"
"Portugal",1997,"female","35-54 years",2.93,12237,"Boomers"
"Portugal",1997,"female","25-34 years",1.71,12237,"Generation X"
"Portugal",1997,"female","15-24 years",1.16,12237,"Generation X"
"Portugal",1997,"female","5-14 years",0.17,12237,"Millenials"
"Portugal",1997,"male","5-14 years",0.17,12237,"Millenials"
"Portugal",1998,"male","75+ years",34.76,12892,"G.I. Generation"
"Portugal",1998,"male","55-74 years",16.38,12892,"Silent"
"Portugal",1998,"female","75+ years",8.47,12892,"G.I. Generation"
"Portugal",1998,"male","35-54 years",7.97,12892,"Boomers"
"Portugal",1998,"male","25-34 years",5.93,12892,"Generation X"
"Portugal",1998,"female","55-74 years",5.28,12892,"Silent"
"Portugal",1998,"male","15-24 years",3.71,12892,"Generation X"
"Portugal",1998,"female","35-54 years",2.16,12892,"Boomers"
"Portugal",1998,"female","25-34 years",1.44,12892,"Generation X"
"Portugal",1998,"female","15-24 years",0.79,12892,"Generation X"
"Portugal",1998,"male","5-14 years",0.17,12892,"Millenials"
"Portugal",1998,"female","5-14 years",0,12892,"Millenials"
"Portugal",1999,"male","75+ years",38.37,13180,"G.I. Generation"
"Portugal",1999,"male","55-74 years",14.98,13180,"Silent"
"Portugal",1999,"female","75+ years",10.86,13180,"G.I. Generation"
"Portugal",1999,"male","35-54 years",8.13,13180,"Boomers"
"Portugal",1999,"male","25-34 years",5.21,13180,"Generation X"
"Portugal",1999,"female","55-74 years",4.09,13180,"Silent"
"Portugal",1999,"male","15-24 years",2.73,13180,"Generation X"
"Portugal",1999,"female","25-34 years",1.68,13180,"Generation X"
"Portugal",1999,"female","35-54 years",1.63,13180,"Boomers"
"Portugal",1999,"female","15-24 years",1.07,13180,"Generation X"
"Portugal",1999,"female","5-14 years",0.54,13180,"Millenials"
"Portugal",1999,"male","5-14 years",0.17,13180,"Millenials"
"Portugal",2000,"male","75+ years",40.33,12152,"G.I. Generation"
"Portugal",2000,"male","55-74 years",15.02,12152,"Silent"
"Portugal",2000,"male","35-54 years",7.46,12152,"Boomers"
"Portugal",2000,"female","75+ years",7.22,12152,"G.I. Generation"
"Portugal",2000,"male","25-34 years",5.15,12152,"Generation X"
"Portugal",2000,"male","15-24 years",3.7,12152,"Generation X"
"Portugal",2000,"female","55-74 years",3.35,12152,"Silent"
"Portugal",2000,"female","35-54 years",1.54,12152,"Boomers"
"Portugal",2000,"female","25-34 years",1.16,12152,"Generation X"
"Portugal",2000,"female","15-24 years",0.95,12152,"Generation X"
"Portugal",2000,"female","5-14 years",0,12152,"Millenials"
"Portugal",2000,"male","5-14 years",0,12152,"Millenials"
"Portugal",2001,"male","75+ years",48.8,12391,"Silent"
"Portugal",2001,"male","55-74 years",18.6,12391,"Silent"
"Portugal",2001,"male","25-34 years",11.17,12391,"Generation X"
"Portugal",2001,"male","35-54 years",10.52,12391,"Boomers"
"Portugal",2001,"female","75+ years",9,12391,"Silent"
"Portugal",2001,"female","55-74 years",5.67,12391,"Silent"
"Portugal",2001,"male","15-24 years",5.54,12391,"Millenials"
"Portugal",2001,"female","35-54 years",3.31,12391,"Boomers"
"Portugal",2001,"female","25-34 years",1.65,12391,"Generation X"
"Portugal",2001,"female","15-24 years",1.12,12391,"Millenials"
"Portugal",2001,"female","5-14 years",0.18,12391,"Millenials"
"Portugal",2001,"male","5-14 years",0.17,12391,"Millenials"
"Portugal",2002,"male","75+ years",67.63,13614,"Silent"
"Portugal",2002,"male","55-74 years",31.42,13614,"Silent"
"Portugal",2002,"male","35-54 years",20.3,13614,"Boomers"
"Portugal",2002,"male","25-34 years",14.75,13614,"Generation X"
"Portugal",2002,"female","75+ years",12.03,13614,"Silent"
"Portugal",2002,"female","55-74 years",7.54,13614,"Silent"
"Portugal",2002,"male","15-24 years",6.98,13614,"Millenials"
"Portugal",2002,"female","35-54 years",5.52,13614,"Boomers"
"Portugal",2002,"female","25-34 years",3.5,13614,"Generation X"
"Portugal",2002,"female","15-24 years",1.44,13614,"Millenials"
"Portugal",2002,"female","5-14 years",0.37,13614,"Millenials"
"Portugal",2002,"male","5-14 years",0.35,13614,"Millenials"
"Portugal",2003,"male","75+ years",69.22,16671,"Silent"
"Portugal",2003,"male","55-74 years",29.26,16671,"Silent"
"Portugal",2003,"male","35-54 years",18.61,16671,"Boomers"
"Portugal",2003,"male","25-34 years",12.79,16671,"Generation X"
"Portugal",2003,"female","75+ years",12.39,16671,"Silent"
"Portugal",2003,"female","55-74 years",8.66,16671,"Silent"
"Portugal",2003,"male","15-24 years",5.62,16671,"Millenials"
"Portugal",2003,"female","35-54 years",4.45,16671,"Boomers"
"Portugal",2003,"female","25-34 years",3.83,16671,"Generation X"
"Portugal",2003,"female","15-24 years",1.63,16671,"Millenials"
"Portugal",2003,"female","5-14 years",0,16671,"Millenials"
"Portugal",2003,"male","5-14 years",0,16671,"Millenials"
"Portugal",2007,"male","75+ years",62.88,24003,"Silent"
"Portugal",2007,"male","55-74 years",23.84,24003,"Silent"
"Portugal",2007,"male","35-54 years",14.18,24003,"Boomers"
"Portugal",2007,"female","75+ years",11.79,24003,"Silent"
"Portugal",2007,"male","25-34 years",9.02,24003,"Generation X"
"Portugal",2007,"female","55-74 years",8.34,24003,"Silent"
"Portugal",2007,"female","35-54 years",4.88,24003,"Boomers"
"Portugal",2007,"male","15-24 years",4.17,24003,"Millenials"
"Portugal",2007,"female","25-34 years",2.25,24003,"Generation X"
"Portugal",2007,"female","15-24 years",1.83,24003,"Millenials"
"Portugal",2007,"female","5-14 years",0.37,24003,"Generation Z"
"Portugal",2007,"male","5-14 years",0,24003,"Generation Z"
"Portugal",2008,"male","75+ years",59.72,26121,"Silent"
"Portugal",2008,"male","55-74 years",24.64,26121,"Silent"
"Portugal",2008,"male","35-54 years",16,26121,"Boomers"
"Portugal",2008,"female","75+ years",10.7,26121,"Silent"
"Portugal",2008,"male","25-34 years",9.71,26121,"Generation X"
"Portugal",2008,"female","55-74 years",8.01,26121,"Silent"
"Portugal",2008,"male","15-24 years",4.42,26121,"Millenials"
"Portugal",2008,"female","35-54 years",4.12,26121,"Boomers"
"Portugal",2008,"female","25-34 years",2.16,26121,"Generation X"
"Portugal",2008,"female","15-24 years",1.19,26121,"Millenials"
"Portugal",2008,"male","5-14 years",0.35,26121,"Generation Z"
"Portugal",2008,"female","5-14 years",0,26121,"Generation Z"
"Portugal",2009,"male","75+ years",59.22,24254,"Silent"
"Portugal",2009,"male","55-74 years",23.79,24254,"Silent"
"Portugal",2009,"male","35-54 years",15.77,24254,"Boomers"
"Portugal",2009,"female","75+ years",10.4,24254,"Silent"
"Portugal",2009,"male","25-34 years",9.83,24254,"Generation X"
"Portugal",2009,"male","15-24 years",6.86,24254,"Millenials"
"Portugal",2009,"female","55-74 years",5.99,24254,"Silent"
"Portugal",2009,"female","35-54 years",4.2,24254,"Boomers"
"Portugal",2009,"female","25-34 years",2.08,24254,"Generation X"
"Portugal",2009,"female","15-24 years",1.38,24254,"Millenials"
"Portugal",2009,"male","5-14 years",0.18,24254,"Generation Z"
"Portugal",2009,"female","5-14 years",0,24254,"Generation Z"
"Portugal",2010,"male","75+ years",66.12,23673,"Silent"
"Portugal",2010,"male","55-74 years",24.16,23673,"Silent"
"Portugal",2010,"male","35-54 years",17.14,23673,"Generation X"
"Portugal",2010,"female","75+ years",11.1,23673,"Silent"
"Portugal",2010,"male","25-34 years",7.98,23673,"Generation X"
"Portugal",2010,"female","55-74 years",7.13,23673,"Silent"
"Portugal",2010,"male","15-24 years",4.59,23673,"Millenials"
"Portugal",2010,"female","35-54 years",4.53,23673,"Generation X"
"Portugal",2010,"female","25-34 years",3.62,23673,"Generation X"
"Portugal",2010,"female","15-24 years",2.1,23673,"Millenials"
"Portugal",2010,"female","5-14 years",0.19,23673,"Generation Z"
"Portugal",2010,"male","5-14 years",0.18,23673,"Generation Z"
"Portugal",2011,"male","75+ years",51.82,24337,"Silent"
"Portugal",2011,"male","55-74 years",25.21,24337,"Boomers"
"Portugal",2011,"male","35-54 years",16.71,24337,"Generation X"
"Portugal",2011,"male","25-34 years",9.19,24337,"Millenials"
"Portugal",2011,"female","75+ years",7.21,24337,"Silent"
"Portugal",2011,"female","55-74 years",6.36,24337,"Boomers"
"Portugal",2011,"female","35-54 years",4.74,24337,"Generation X"
"Portugal",2011,"male","15-24 years",2.58,24337,"Millenials"
"Portugal",2011,"female","25-34 years",2.09,24337,"Millenials"
"Portugal",2011,"female","15-24 years",1.59,24337,"Millenials"
"Portugal",2011,"male","5-14 years",0.36,24337,"Generation Z"
"Portugal",2011,"female","5-14 years",0,24337,"Generation Z"
"Portugal",2012,"male","75+ years",59.61,21573,"Silent"
"Portugal",2012,"male","55-74 years",24.88,21573,"Boomers"
"Portugal",2012,"male","35-54 years",18.48,21573,"Generation X"
"Portugal",2012,"female","75+ years",10.15,21573,"Silent"
"Portugal",2012,"male","25-34 years",8.86,21573,"Millenials"
"Portugal",2012,"female","55-74 years",6.62,21573,"Boomers"
"Portugal",2012,"male","15-24 years",4.53,21573,"Millenials"
"Portugal",2012,"female","35-54 years",3.35,21573,"Generation X"
"Portugal",2012,"female","15-24 years",1.43,21573,"Millenials"
"Portugal",2012,"female","25-34 years",1.31,21573,"Millenials"
"Portugal",2012,"male","5-14 years",0.18,21573,"Generation Z"
"Portugal",2012,"female","5-14 years",0,21573,"Generation Z"
"Portugal",2013,"male","75+ years",53.17,22641,"Silent"
"Portugal",2013,"male","55-74 years",25.09,22641,"Boomers"
"Portugal",2013,"male","35-54 years",16.66,22641,"Generation X"
"Portugal",2013,"male","25-34 years",9.71,22641,"Millenials"
"Portugal",2013,"female","75+ years",9.32,22641,"Silent"
"Portugal",2013,"female","55-74 years",7.41,22641,"Boomers"
"Portugal",2013,"female","35-54 years",3.9,22641,"Generation X"
"Portugal",2013,"male","15-24 years",3.53,22641,"Millenials"
"Portugal",2013,"female","25-34 years",3.03,22641,"Millenials"
"Portugal",2013,"female","15-24 years",0.91,22641,"Millenials"
"Portugal",2013,"female","5-14 years",0,22641,"Generation Z"
"Portugal",2013,"male","5-14 years",0,22641,"Generation Z"
"Portugal",2014,"male","75+ years",62.59,23091,"Silent"
"Portugal",2014,"male","55-74 years",26.11,23091,"Boomers"
"Portugal",2014,"male","35-54 years",19.97,23091,"Generation X"
"Portugal",2014,"female","75+ years",10.57,23091,"Silent"
"Portugal",2014,"male","25-34 years",10.52,23091,"Millenials"
"Portugal",2014,"female","55-74 years",8.11,23091,"Boomers"
"Portugal",2014,"female","35-54 years",5.89,23091,"Generation X"
"Portugal",2014,"male","15-24 years",4.98,23091,"Millenials"
"Portugal",2014,"female","25-34 years",3.29,23091,"Millenials"
"Portugal",2014,"female","15-24 years",1.47,23091,"Millenials"
"Portugal",2014,"female","5-14 years",0.39,23091,"Generation Z"
"Portugal",2014,"male","5-14 years",0,23091,"Generation Z"
"Puerto Rico",1985,"male","75+ years",53.65,6582,"G.I. Generation"
"Puerto Rico",1985,"male","55-74 years",32.85,6582,"G.I. Generation"
"Puerto Rico",1985,"male","35-54 years",21.71,6582,"Silent"
"Puerto Rico",1985,"male","25-34 years",18.24,6582,"Boomers"
"Puerto Rico",1985,"male","15-24 years",8.71,6582,"Generation X"
"Puerto Rico",1985,"female","75+ years",7.42,6582,"G.I. Generation"
"Puerto Rico",1985,"female","55-74 years",5.12,6582,"G.I. Generation"
"Puerto Rico",1985,"female","25-34 years",2.99,6582,"Boomers"
"Puerto Rico",1985,"female","35-54 years",2.21,6582,"Silent"
"Puerto Rico",1985,"female","15-24 years",0.89,6582,"Generation X"
"Puerto Rico",1985,"male","5-14 years",0.54,6582,"Generation X"
"Puerto Rico",1985,"female","5-14 years",0.28,6582,"Generation X"
"Puerto Rico",1986,"male","75+ years",70.28,7002,"G.I. Generation"
"Puerto Rico",1986,"male","55-74 years",32.32,7002,"G.I. Generation"
"Puerto Rico",1986,"male","35-54 years",27.42,7002,"Silent"
"Puerto Rico",1986,"male","25-34 years",24.87,7002,"Boomers"
"Puerto Rico",1986,"female","75+ years",6.8,7002,"G.I. Generation"
"Puerto Rico",1986,"male","15-24 years",5.24,7002,"Generation X"
"Puerto Rico",1986,"female","35-54 years",4.08,7002,"Silent"
"Puerto Rico",1986,"female","55-74 years",3.11,7002,"G.I. Generation"
"Puerto Rico",1986,"female","25-34 years",2.94,7002,"Boomers"
"Puerto Rico",1986,"female","15-24 years",0.88,7002,"Generation X"
"Puerto Rico",1986,"male","5-14 years",0.29,7002,"Generation X"
"Puerto Rico",1986,"female","5-14 years",0,7002,"Generation X"
"Puerto Rico",1987,"male","75+ years",45.91,7533,"G.I. Generation"
"Puerto Rico",1987,"male","55-74 years",33.37,7533,"G.I. Generation"
"Puerto Rico",1987,"male","35-54 years",20.69,7533,"Silent"
"Puerto Rico",1987,"male","25-34 years",18.78,7533,"Boomers"
"Puerto Rico",1987,"male","15-24 years",7.17,7533,"Generation X"
"Puerto Rico",1987,"female","75+ years",6.7,7533,"G.I. Generation"
"Puerto Rico",1987,"female","35-54 years",4.02,7533,"Silent"
"Puerto Rico",1987,"female","55-74 years",3.94,7533,"G.I. Generation"
"Puerto Rico",1987,"female","15-24 years",1.45,7533,"Generation X"
"Puerto Rico",1987,"female","25-34 years",1.45,7533,"Boomers"
"Puerto Rico",1987,"male","5-14 years",0.28,7533,"Generation X"
"Puerto Rico",1987,"female","5-14 years",0,7533,"Generation X"
"Puerto Rico",1988,"male","75+ years",60.55,8155,"G.I. Generation"
"Puerto Rico",1988,"male","55-74 years",29.95,8155,"G.I. Generation"
"Puerto Rico",1988,"male","35-54 years",27.49,8155,"Silent"
"Puerto Rico",1988,"male","25-34 years",24.15,8155,"Boomers"
"Puerto Rico",1988,"male","15-24 years",9.04,8155,"Generation X"
"Puerto Rico",1988,"female","55-74 years",3.02,8155,"G.I. Generation"
"Puerto Rico",1988,"female","35-54 years",2.72,8155,"Silent"
"Puerto Rico",1988,"female","25-34 years",2.5,8155,"Boomers"
"Puerto Rico",1988,"female","15-24 years",1.14,8155,"Generation X"
"Puerto Rico",1988,"male","5-14 years",0.84,8155,"Generation X"
"Puerto Rico",1988,"female","5-14 years",0.29,8155,"Generation X"
"Puerto Rico",1988,"female","75+ years",0,8155,"G.I. Generation"
"Puerto Rico",1989,"male","75+ years",61.54,8576,"G.I. Generation"
"Puerto Rico",1989,"male","55-74 years",30.48,8576,"G.I. Generation"
"Puerto Rico",1989,"male","35-54 years",29.88,8576,"Silent"
"Puerto Rico",1989,"male","25-34 years",26.58,8576,"Boomers"
"Puerto Rico",1989,"male","15-24 years",6.12,8576,"Generation X"
"Puerto Rico",1989,"female","75+ years",4.89,8576,"G.I. Generation"
"Puerto Rico",1989,"female","35-54 years",3.9,8576,"Silent"
"Puerto Rico",1989,"female","55-74 years",2.97,8576,"G.I. Generation"
"Puerto Rico",1989,"female","25-34 years",1.76,8576,"Boomers"
"Puerto Rico",1989,"female","15-24 years",0.85,8576,"Generation X"
"Puerto Rico",1989,"female","5-14 years",0.29,8576,"Generation X"
"Puerto Rico",1989,"male","5-14 years",0.28,8576,"Generation X"
"Puerto Rico",1990,"male","75+ years",60.38,9552,"G.I. Generation"
"Puerto Rico",1990,"male","55-74 years",40.72,9552,"G.I. Generation"
"Puerto Rico",1990,"male","35-54 years",32.03,9552,"Silent"
"Puerto Rico",1990,"male","25-34 years",25.09,9552,"Boomers"
"Puerto Rico",1990,"male","15-24 years",10.4,9552,"Generation X"
"Puerto Rico",1990,"female","55-74 years",4.33,9552,"G.I. Generation"
